density	 t_tilde	 bins	 Energy	 EnVariance	 VarianceofTotE	 VarianceOfV 
0.02	0.012	38	0.000320774	0.000184606	0.157066	0.0178344
0.02	0.012	39	0.000312446	0.000180061	0.15584	0.0173841
0.02	0.012	40	0.000305289	0.000175701	0.154872	0.0169445
0.02	0.012	41	0.000317632	0.000171849	0.154376	0.0166095
0.02	0.012	42	0.000351823	0.000171125	0.157453	0.0168374
0.02	0.012	43	0.000363935	0.000167573	0.15722	0.0165175
0.02	0.012	44	0.000348308	0.000164492	0.155926	0.0161415
0.02	0.012	45	0.000346919	0.000160842	0.156621	0.0157917
0.02	0.012	46	0.000330089	0.000158224	0.155184	0.0154652
0.02	0.012	47	0.000355634	0.000156906	0.156617	0.0153968
0.02	0.012	48	0.000398756	0.000159452	0.158934	0.0156651
0.02	0.012	49	0.000430563	0.000159339	0.160879	0.015759
0.02	0.012	50	0.000397703	0.000159504	0.159097	0.0155017
0.02	0.012	51	0.000426252	0.000158911	0.162971	0.0160387
0.02	0.012	52	0.000423494	0.000155879	0.163166	0.0157173
0.02	0.012	53	0.000433008	0.000153228	0.16367	0.0154876
0.02	0.012	54	0.000414669	0.000151484	0.162167	0.0152407
0.02	0.012	55	0.000414027	0.000148731	0.162012	0.0149615
0.02	0.012	56	0.00040075	0.000146667	0.160871	0.0147055
0.02	0.012	57	0.000387566	0.000144685	0.159797	0.0144532
0.02	0.012	58	0.000384081	0.000142232	0.160099	0.014191
0.02	0.012	59	0.00036331	0.00014133	0.158785	0.0139719
0.02	0.012	60	0.000378562	0.000139795	0.159104	0.013829
0.02	0.012	61	0.000369452	0.0001378	0.158805	0.0135719
0.02	0.012	62	0.000347967	0.000137242	0.157432	0.0133869
0.02	0.012	63	0.000340953	0.000135242	0.156446	0.0131932
0.02	0.012	64	0.000331361	0.000133469	0.156428	0.0129496
0.02	0.012	65	0.000309687	0.000133164	0.155234	0.0127622
0.02	0.012	66	0.000304398	0.000131251	0.154955	0.012552
0.02	0.012	67	0.00034938	0.000136783	0.158657	0.0133937
0.02	0.012	68	0.00034715	0.00013479	0.157955	0.0132095
0.02	0.012	69	0.000344134	0.00013287	0.157359	0.0130223
0.02	0.012	70	0.000337458	0.00013114	0.15759	0.0128105
0.02	0.012	71	0.00034351	0.000129432	0.158009	0.0126677
0.02	0.012	72	0.000349328	0.000127765	0.157616	0.0125223
0.02	0.012	73	0.000340602	0.000126313	0.157133	0.0123334
0.02	0.012	74	0.000345904	0.000124717	0.157523	0.0121989
0.02	0.012	75	0.000348228	0.000123076	0.157817	0.0120506
0.02	0.012	76	0.000355962	0.000121699	0.157472	0.0119288
0.02	0.012	77	0.000360225	0.000120193	0.158365	0.0118337
0.02	0.012	78	0.000349576	0.000119123	0.157516	0.0116912
0.02	0.012	79	0.000354798	0.00011773	0.15746	0.0115647
0.02	0.012	80	0.000346005	0.000116586	0.157196	0.0113969
0.02	0.012	81	0.000345103	0.00011515	0.157012	0.0112547
0.02	0.012	82	0.000344926	0.000113746	0.156739	0.0111206
0.02	0.012	83	0.000352469	0.000112626	0.15664	0.0110173
0.02	0.012	84	0.000369004	0.000112492	0.158896	0.0112652
0.02	0.012	85	0.00036784	0.000111174	0.158771	0.0111295
0.02	0.012	86	0.000355893	0.000110522	0.157908	0.011016
0.02	0.012	87	0.000381698	0.000112224	0.159192	0.011149
0.02	0.012	88	0.000366342	0.000111994	0.158359	0.0110324
0.02	0.012	89	0.000358416	0.000111016	0.157728	0.01091
0.02	0.012	90	0.000361096	0.000109815	0.157668	0.0107989
0.02	0.012	91	0.000376133	0.000109633	0.158119	0.0107674
0.02	0.012	92	0.000379115	0.000108482	0.15768	0.0106701
0.02	0.012	93	0.000376504	0.000107347	0.157253	0.0105578
0.02	0.012	94	0.000365468	0.00010677	0.156941	0.0104246
0.02	0.012	95	0.000352014	0.000106491	0.156174	0.0103248
0.02	0.012	96	0.000345804	0.000105562	0.15572	0.0102129
0.02	0.012	97	0.000355386	0.000104908	0.156222	0.0101662
0.02	0.012	98	0.000344374	0.000104414	0.1555	0.0100717
0.02	0.012	99	0.000344017	0.00010336	0.155105	0.00997772
0.02	0.012	100	0.000332299	0.000102988	0.154314	0.00989378
0.02	0.014	1	-7.8299e-05	0	0.100892	0
0.02	0.014	2	-0.000135153	4.02015e-05	0.113787	0.00908122
0.02	0.014	3	-4.66809e-05	7.70483e-05	0.115083	0.00611226
0.02	0.014	4	0.000249358	0.000262809	0.125887	0.0133733
0.02	0.014	5	0.00054466	0.00033759	0.156489	0.0381152
0.02	0.014	6	0.00045626	0.00029267	0.156137	0.0311679
0.02	0.014	7	0.000507075	0.000255233	0.154026	0.0272377
0.02	0.014	8	0.000483944	0.000224375	0.151825	0.0238241
