0.1	-3.998597076135396
0.2	-3.818749351308026
0.30000000000000004	-3.3632232981519774
0.4	-2.9926298395985875
0.5	-2.7213592542375777
0.6	-2.507662828999319
0.7000000000000001	-2.329429140467608
0.8	-2.1756886749834234
0.9	-2.0404960343631244
1.	-1.9202352167966301
1.1	-1.812448334249576
1.2000000000000002	-1.7153104220698274
1.3000000000000003	-1.6273821547873586
1.4000000000000001	-1.5474850480157003
1.5000000000000002	-1.4746324865482843
1.6	-1.4079874438658189
1.7000000000000002	-1.34683385707316
1.8000000000000003	-1.290555634136299
1.9000000000000001	-1.238620377813418
2.	-1.1905663175896537
