0.01	-0.000845919 3.0303e-06	4.63531 0.0261511
0.02	-0.00131297 2.50695e-06	4.27881 0.011467
0.03	-0.00166571 2.31365e-06	3.9045 0.00685698
0.04	-0.00189187 2.21928e-06	3.59936 0.00367619
0.05	-0.00200737 2.18881e-06	3.30223 0.00159495
0.06	-0.00202356 2.21349e-06	3.05435 0.00150794
0.07	-0.00194081 2.16425e-06	2.85512 0.000666117
0.08	-0.00177132 2.35768e-06	2.71501 0.000425249
