1 0.04 0.022 2.8	0.108799 0.00185272
1 0.04 0.022 2.9	0.0913723 0.00237962
1 0.04 0.022 3.0	0.0665743 0.00245037
1 0.04 0.024 1.5	0.00308992 0.00112501
1 0.04 0.024 1.6	0.0537964 0.002735
1 0.04 0.024 1.7	0.095913 0.00224771
1 0.04 0.024 1.8	0.113566 0.00144758
1 0.04 0.024 1.9	0.0848205 0.00258675
1 0.04 0.024 2.0	0.0887562 0.00250184
1 0.04 0.024 2.1	0.122695 0.000449489
1 0.04 0.024 2.2	0.123391 0.000281046
1 0.04 0.024 2.3	0.117652 0.00125078
1 0.04 0.024 2.4	0.0994873 0.00221336
1 0.04 0.024 2.5	0.121111 0.00103408
1 0.04 0.024 2.6	0.11141 0.0017641
1 0.04 0.024 2.7	0.0199657 0.000666407
1 0.04 0.024 2.8	0.112872 0.00181231
1 0.04 0.024 2.9	0.119057 0.00166875
1 0.04 0.024 3.0	0.101458 0.00210915
1 0.05 0.018 1.5	-0.00344393 1.49351e-05
1 0.05 0.018 1.6	-0.0034374 1.93847e-05
1 0.05 0.018 1.7	-0.0034692 1.84041e-05
1 0.05 0.018 1.8	-0.00344502 2.95041e-05
1 0.05 0.018 1.9	-0.00336148 4.86583e-05
1 0.05 0.018 2.0	-0.0034081 4.78529e-05
1 0.05 0.018 2.1	-0.00346677 4.40223e-05
1 0.05 0.018 2.2	-0.00333504 7.48691e-05
1 0.05 0.018 2.3	-0.00322165 9.75462e-05
1 0.05 0.018 2.4	-0.0033132 9.4049e-05
1 0.05 0.018 2.5	-0.00312382 0.000130459
1 0.05 0.018 2.6	-0.00280709 0.0001797
1 0.05 0.018 2.7	-0.00127872 0.000642992
1 0.05 0.018 2.8	0.000364531 0.000681196
1 0.05 0.018 2.9	-0.000214931 0.000716873
1 0.05 0.018 3.0	0.005522 0.00126686
1 0.05 0.02 1.5	-0.0034665 3.15723e-05
1 0.05 0.02 1.6	-0.00343444 4.54213e-05
1 0.05 0.02 1.7	-0.00327665 7.69159e-05
1 0.05 0.02 1.8	-0.00329393 8.53942e-05
1 0.05 0.02 1.9	-0.00312804 0.000119358
1 0.05 0.02 2.0	-0.0031969 0.000123404
1 0.05 0.02 2.1	-0.00246183 0.000348007
1 0.05 0.02 2.2	3.66003e-05 0.000825998
1 0.05 0.02 2.3	-0.00281417 0.000212599
1 0.05 0.02 2.4	0.0111562 0.00171601
1 0.05 0.02 2.5	-0.00232134 0.000298723
1 0.05 0.02 2.6	0.0403704 0.00254628
1 0.05 0.02 2.7	0.062409 0.0026981
1 0.05 0.02 2.8	0.0664338 0.00272143
1 0.05 0.02 2.9	0.0955109 0.00222431
1 0.05 0.02 3.0	0.104261 0.00195937
1 0.05 0.022 1.5	-0.00322867 9.30579e-05
1 0.05 0.022 1.6	-0.00330775 9.53082e-05
1 0.05 0.022 1.7	-0.00254366 0.000380962
1 0.05 0.022 1.8	-0.000394312 0.000609609
1 0.05 0.022 1.9	-0.00275321 0.000217424
1 0.05 0.022 2.0	0.00175023 0.000980891
1 0.05 0.022 2.1	-0.00177632 0.000457703
1 0.05 0.022 2.2	0.0307027 0.00243357
1 0.05 0.022 2.3	0.115708 0.00110697
1 0.05 0.022 2.4	0.0877841 0.0023952
1 0.05 0.022 2.5	0.117608 0.00102383
1 0.05 0.022 2.6	0.103738 0.0020083
1 0.05 0.022 2.7	0.121312 0.000642635
1 0.05 0.022 2.8	0.122702 0.000384476
1 0.05 0.022 2.9	0.118217 0.00113387
1 0.05 0.022 3.0	0.120826 0.000886997
1 0.05 0.024 1.5	-0.00313078 0.000138579
1 0.05 0.024 1.6	-0.00258725 0.000222761
1 0.05 0.024 1.7	0.0050157 0.0012907
1 0.05 0.024 1.8	-0.00246469 0.000277039
1 0.05 0.024 1.9	0.0223068 0.00212163
1 0.05 0.024 2.0	0.0358956 0.00253312
1 0.05 0.024 2.1	0.111261 0.00141759
1 0.05 0.024 2.2	0.119881 0.000742674
1 0.05 0.024 2.3	0.0834217 0.00258168
1 0.05 0.024 2.4	0.122964 0.000188696
1 0.05 0.024 2.5	0.059487 0.0027836
1 0.05 0.024 2.6	0.120743 0.00088647
1 0.05 0.024 2.7	0.116777 0.00133138
1 0.05 0.024 2.8	0.0418069 0.00254969
1 0.05 0.024 2.9	0.126098 0.000128478
1 0.05 0.024 3.0	0.100712 0.00221824
1 0.06 0.018 1.5	-0.00367246 6.35252e-06
1 0.06 0.018 1.6	-0.00366072 8.96254e-06
1 0.06 0.018 1.7	-0.00366313 9.4564e-06
1 0.06 0.018 1.8	-0.00366486 1.24274e-05
1 0.06 0.018 1.9	-0.00369345 1.10154e-05
1 0.06 0.018 2.0	-0.00370092 1.12779e-05
1 0.06 0.018 2.1	-0.0036637 1.83241e-05
1 0.06 0.018 2.2	-0.00365333 2.31344e-05
1 0.06 0.018 2.3	-0.0036798 2.45096e-05
1 0.06 0.018 2.4	-0.00366453 2.83852e-05
1 0.06 0.018 2.5	-0.00372043 2.25552e-05
1 0.06 0.018 2.6	-0.00371453 2.92079e-05
1 0.06 0.018 2.7	-0.00367104 3.976e-05
1 0.06 0.018 2.8	-0.00358548 5.25817e-05
1 0.06 0.018 2.9	-0.00372341 3.71737e-05
1 0.06 0.018 3.0	-0.003584 6.39367e-05
1 0.06 0.02 1.5	-0.0036676 1.95402e-05
1 0.06 0.02 1.6	-0.00368365 2.3933e-05
1 0.06 0.02 1.7	-0.00369745 2.58328e-05
1 0.06 0.02 1.8	-0.00368955 3.2925e-05
1 0.06 0.02 1.9	-0.00376813 2.2297e-05
1 0.06 0.02 2.0	-0.003515 6.44039e-05
1 0.06 0.02 2.1	-0.00358841 6.207e-05
1 0.06 0.02 2.2	-0.00349137 8.20253e-05
1 0.06 0.02 2.3	-0.00378438 4.43231e-05
1 0.06 0.02 2.4	-0.00346797 0.000102228
1 0.06 0.02 2.5	-0.003106 0.000210383
1 0.06 0.02 2.6	-0.00362896 9.29477e-05
1 0.06 0.02 2.7	-0.00220852 0.000385438
1 0.06 0.02 2.8	-0.0026673 0.000221377
1 0.06 0.02 2.9	-0.00274757 0.000227978
1 0.06 0.02 3.0	-0.00165278 0.000503084
1 0.06 0.022 1.5	-0.00357364 5.27358e-05
1 0.06 0.022 1.6	-0.00360228 5.72321e-05
1 0.06 0.022 1.7	-0.00366026 5.89311e-05
1 0.06 0.022 1.8	-0.00353784 8.46314e-05
1 0.06 0.022 1.9	-0.0037581 5.3488e-05
1 0.06 0.022 2.0	-0.00319415 0.000145214
1 0.06 0.022 2.1	-0.00309933 0.000168405
1 0.06 0.022 2.2	-0.0029503 0.00019604
1 0.06 0.022 2.3	-0.00261441 0.000446187
1 0.06 0.022 2.4	-0.0026763 0.000255854
1 0.06 0.022 2.5	-0.000698062 0.00067431
1 0.06 0.022 2.6	0.00919768 0.00153703
1 0.06 0.022 2.7	0.0409931 0.00250113
1 0.06 0.022 2.8	0.0125795 0.00169923
1 0.06 0.022 2.9	0.0456968 0.00263006
1 0.06 0.022 3.0	0.0998678 0.00193613
1 0.06 0.024 1.5	-0.00357272 7.8183e-05
1 0.06 0.024 1.6	-0.00283258 0.000263317
1 0.06 0.024 1.7	-0.00286014 0.000240478
1 0.06 0.024 1.8	-0.00235332 0.000346041
1 0.06 0.024 1.9	0.0021729 0.00096616
1 0.06 0.024 2.0	0.000990305 0.000953761
1 0.06 0.024 2.1	0.00925707 0.00149322
1 0.06 0.024 2.2	0.00804565 0.00149475
1 0.06 0.024 2.3	0.0223565 0.00213988
1 0.06 0.024 2.4	0.049603 0.00264178
1 0.06 0.024 2.5	0.0911256 0.00228159
1 0.06 0.024 2.6	0.112483 0.0013742
1 0.06 0.024 2.7	0.110589 0.00157622
1 0.06 0.024 2.8	0.106648 0.00183939
1 0.06 0.024 2.9	0.1225 0.000258823
1 0.06 0.024 3.0	0.118599 0.00107523
