density	 t_tilde	 bins	 Energy	 EnVariance	 VarianceofTotE	 VarianceOfV 
1	0.016	82	-0.000891721	9.3022e-06	0.0495145	0.00127955
1	0.016	83	-0.00089263	9.23442e-06	0.0495284	0.0012631
1	0.016	84	-0.000893361	9.15335e-06	0.0493417	0.00125588
1	0.016	85	-0.000893493	9.04662e-06	0.0492619	0.00124293
1	0.016	86	-0.000893928	8.95191e-06	0.0496372	0.00127717
1	0.016	87	-0.000895179	8.93599e-06	0.0497324	0.00126521
1	0.016	88	-0.000893365	9.01664e-06	0.0497502	0.00124644
1	0.016	89	-0.000893834	8.92751e-06	0.0496177	0.0012366
1	0.016	90	-0.000892909	8.87617e-06	0.049641	0.00122173
1	0.016	91	-0.000893154	8.78201e-06	0.0495955	0.00120863
1	0.016	92	-0.000892059	8.75451e-06	0.0497597	0.00119977
1	0.016	93	-0.000891686	8.6683e-06	0.0498506	0.00118894
1	0.016	94	-0.000891708	8.57611e-06	0.0497726	0.00117836
1	0.016	95	-0.000891092	8.5079e-06	0.0499425	0.00117354
1	0.016	96	-0.00089176	8.4454e-06	0.0499212	0.00116037
1	0.016	97	-0.000890978	8.39444e-06	0.0498524	0.00115055
1	0.016	98	-0.00089243	8.43349e-06	0.0499143	0.00113866
1	0.016	99	-0.000892251	8.35021e-06	0.0500533	0.00113359
1	0.016	100	-0.000892315	8.26695e-06	0.0498797	0.00113288
1	0.018	1	-0.000981811	0	0.0352367	0
1	0.018	2	-0.000933061	3.44715e-05	0.0388398	0.000412343
1	0.018	3	-0.000904466	3.27606e-05	0.0404219	0.000170232
1	0.018	4	-0.000901708	2.46862e-05	0.0446484	0.00296084
1	0.018	5	-0.000907778	2.04815e-05	0.0478353	0.00360784
1	0.018	6	-0.000900821	1.8211e-05	0.0461865	0.00336335
1	0.018	7	-0.000904117	1.59049e-05	0.0457624	0.00288607
1	0.018	8	-0.000911279	1.54453e-05	0.0438112	0.00289637
1	0.018	9	-0.000908383	1.3998e-05	0.0435559	0.00258518
1	0.018	10	-0.000905286	1.29363e-05	0.0458519	0.00303247
1	0.018	11	-0.000914434	1.46417e-05	0.0444469	0.00284923
1	0.018	12	-0.000907767	1.48622e-05	0.0447883	0.00257495
1	0.018	13	-0.000906353	1.37861e-05	0.0458526	0.00254364
1	0.018	14	-0.000912004	1.39116e-05	0.0457346	0.00232683
1	0.018	15	-0.000917221	1.3928e-05	0.0441257	0.00250057
1	0.018	16	-0.000918681	1.31338e-05	0.0439952	0.00234265
1	0.018	17	-0.000919279	1.23748e-05	0.0440621	0.00220551
1	0.018	18	-0.000914928	1.24285e-05	0.0442701	0.00206358
1	0.018	19	-0.000913149	1.1901e-05	0.0442805	0.00195225
1	0.018	20	-0.000914645	1.13996e-05	0.0440659	0.00185751
1	0.018	21	-0.000913365	1.09283e-05	0.0438099	0.00178698
1	0.018	22	-0.000916256	1.08072e-05	0.0435453	0.00170096
1	0.018	23	-0.00091168	1.12646e-05	0.0440257	0.00162973
1	0.018	24	-0.000909733	1.09622e-05	0.0443445	0.00157474
1	0.018	25	-0.000912426	1.08493e-05	0.0442551	0.00150111
1	0.018	26	-0.000903872	1.33859e-05	0.045476	0.00159823
1	0.018	27	-0.00090235	1.29764e-05	0.0456009	0.00153873
1	0.018	28	-0.00090347	1.25611e-05	0.0455843	0.00148196
1	0.018	29	-0.000901289	1.23158e-05	0.0460931	0.00147865
1	0.018	30	-0.000907449	1.33572e-05	0.0457276	0.00139284
1	0.018	31	-0.000908321	1.29547e-05	0.0456208	0.00134852
1	0.018	32	-0.000908049	1.25528e-05	0.0453267	0.00133253
1	0.018	33	-0.000905543	1.242e-05	0.0453938	0.00128581
1	0.018	34	-0.000908033	1.23017e-05	0.0452021	0.00124385
1	0.018	35	-0.000906402	1.20578e-05	0.0453983	0.00121252
1	0.018	36	-0.000906536	1.17236e-05	0.045166	0.00119527
1	0.018	37	-0.000907647	1.14593e-05	0.0447614	0.00120506
1	0.018	38	-0.000910797	1.15824e-05	0.0443424	0.00119334
1	0.018	39	-0.000908268	1.15583e-05	0.0447604	0.00119322
1	0.018	40	-0.000911407	1.16879e-05	0.0444629	0.00116319
1	0.018	41	-0.000914115	1.17124e-05	0.0444257	0.00112517
1	0.018	42	-0.000916419	1.16578e-05	0.0440237	0.00112783
1	0.018	43	-0.000913607	1.17209e-05	0.0444747	0.00113744
1	0.018	44	-0.000915112	1.15507e-05	0.0444784	0.00110894
1	0.018	45	-0.000914848	1.1297e-05	0.0446889	0.00109833
1	0.018	46	-0.00091426	1.10667e-05	0.0449152	0.00108929
1	0.018	47	-0.000912905	1.09139e-05	0.0451141	0.00107292
1	0.018	48	-0.000913665	1.0713e-05	0.0451334	0.00105014
1	0.018	49	-0.000913477	1.0496e-05	0.0452413	0.00103253
1	0.018	50	-0.000913174	1.02905e-05	0.0454082	0.00102106
1	0.018	51	-0.000912977	1.00906e-05	0.0454026	0.0010011
1	0.018	52	-0.000912466	9.90949e-06	0.0454139	0.000981635
1	0.018	53	-0.000912645	9.72413e-06	0.0453706	0.00096357
1	0.018	54	-0.000911781	9.58234e-06	0.0455838	0.000958765
1	0.018	55	-0.000911194	9.42609e-06	0.0456138	0.000941039
1	0.018	56	-0.00091183	9.2792e-06	0.0453036	0.000957579
1	0.018	57	-0.000912049	9.11899e-06	0.0451008	0.000956142
1	0.018	58	-0.000910495	9.09311e-06	0.0454946	0.000984343
1	0.018	59	-0.000910458	8.93907e-06	0.0456425	0.000976224
1	0.018	60	-0.00090868	8.96528e-06	0.0458807	0.000968965
1	0.018	61	-0.000908825	8.81948e-06	0.0458894	0.000953073
1	0.018	62	-0.000908842	8.67724e-06	0.0459184	0.000938051
1	0.018	63	-0.000908645	8.54174e-06	0.0458564	0.000925071
1	0.018	64	-0.00090903	8.41695e-06	0.0457023	0.000918842
1	0.018	65	-0.00090914	8.28817e-06	0.0457198	0.000904838
1	0.018	66	-0.000909325	8.16466e-06	0.045671	0.000891828
1	0.018	67	-0.00090851	8.08342e-06	0.045836	0.000886212
1	0.018	68	-0.000908782	7.96913e-06	0.0458485	0.000873159
1	0.018	69	-0.000906739	8.11127e-06	0.0461582	0.000880944
1	0.018	70	-0.000907017	8.00017e-06	0.0459948	0.00087882
1	0.018	71	-0.00090655	7.90115e-06	0.0460764	0.000868209
1	0.018	72	-0.00090869	8.07626e-06	0.0458566	0.000858129
1	0.018	73	-0.000906802	8.18349e-06	0.0459478	0.000840951
1	0.018	74	-0.000905791	8.13512e-06	0.0460322	0.000829373
1	0.018	75	-0.000904864	8.07923e-06	0.0462084	0.000827268
1	0.018	76	-0.000905929	8.04274e-06	0.0460938	0.000817258
1	0.018	77	-0.00090633	7.94832e-06	0.0459432	0.000815307
1	0.018	78	-0.000906651	7.85289e-06	0.0458722	0.00080637
1	0.018	79	-0.000906313	7.76078e-06	0.0458914	0.000796072
1	0.018	80	-0.00090646	7.66518e-06	0.0458454	0.000786886
1	0.018	81	-0.000904726	7.76429e-06	0.0459467	0.000773084
